constructor,driver,year,date,quali_pos,status_id,position,dob,driver_nationality,constructor_nationality,GP_name,country,age_at_gp_in_days,driver_home,constructor_home,driver_dnf,constructor_dnf,driver_confidence,constructor_reliability,active_driver,active_constructor
Renault,Vitaly Petrov,2011,17-04-2011,10,1,10,08-09-1984,Rus,Fre,Chinese Grand Prix,Chi,9717,0,0,0,0,0.8793103448275862,0.5301507537688442,0,1
Alfa Romeo,Kamui Kobayashi,2011,17-04-2011,13,1,13,13-09-1986,Jap,Swi,Chinese Grand Prix,Chi,8982,0,0,0,0,0.8356164383561644,0.42713567839195976,0,1
Racing Point,Paul di Resta,2011,17-04-2011,8,1,8,16-04-1986,Bri,Ind,Chinese Grand Prix,Chi,9132,0,0,0,0,0.864406779661017,0.6084788029925188,0,1
Renault,Nick Heidfeld,2011,17-04-2011,16,1,16,10-05-1977,Ger,Fre,Chinese Grand Prix,Chi,12395,0,0,0,0,0.8,0.5301507537688442,0,1
Williams,Rubens Barrichello,2011,17-04-2011,15,1,15,23-05-1972,Bra,Bri,Chinese Grand Prix,Chi,14208,0,0,0,0,0.972972972972973,0.4962593516209476,0,1
AlphaTauri,Sébastien Buemi,2011,17-04-2011,9,1,9,31-10-1988,Swi,Ita,Chinese Grand Prix,Chi,8203,0,0,0,0,0.868421052631579,0.4547738693467337,0,1
Racing Point,Adrian Sutil,2011,17-04-2011,11,11,11,11-01-1983,Ger,Ind,Chinese Grand Prix,Chi,10323,0,0,0,1,0.868421052631579,0.6084788029925188,0,1
Lotus,Heikki Kovalainen,2011,17-04-2011,19,11,19,19-10-1981,Fin,Mal,Chinese Grand Prix,Chi,10772,0,0,0,1,0.95,0.07894736842105265,0,0
Alfa Romeo,Sergio Pérez,2011,17-04-2011,12,11,12,26-01-1990,Mex,Swi,Chinese Grand Prix,Chi,7751,0,0,0,1,0.9333333333333333,0.42713567839195976,1,1
Williams,Pastor Maldonado,2011,17-04-2011,17,11,17,09-03-1985,Ven,Bri,Chinese Grand Prix,Chi,9535,0,0,0,1,0.8229166666666666,0.4962593516209476,0,1
Lotus,Jarno Trulli,2011,17-04-2011,20,11,20,13-07-1974,Ita,Mal,Chinese Grand Prix,Chi,13427,0,0,0,1,0.972972972972973,0.07894736842105265,0,0
Virgin,Jérôme d'Ambrosio,2011,17-04-2011,21,12,21,27-12-1985,Bel,Bri,Chinese Grand Prix,Chi,9242,0,0,0,1,0.95,0.09210526315789469,0,0
Virgin,Timo Glock,2011,17-04-2011,22,12,22,18-03-1982,Ger,Bri,Chinese Grand Prix,Chi,10622,0,0,0,1,0.9122807017543859,0.09210526315789469,0,0
HRT,Vitantonio Liuzzi,2011,17-04-2011,23,12,23,06-08-1980,Ita,Spa,Chinese Grand Prix,Chi,11211,0,0,0,1,0.7837837837837838,0.15652173913043477,0,0
HRT,Narain Karthikeyan,2011,17-04-2011,24,12,24,14-01-1977,Ind,Spa,Chinese Grand Prix,Chi,12511,0,0,0,1,0.8214285714285714,0.15652173913043477,0,0
AlphaTauri,Jaime Alguersuari,2011,17-04-2011,7,36,7,23-03-1990,Spa,Ita,Chinese Grand Prix,Chi,7695,0,0,0,1,0.9210526315789473,0.4547738693467337,0,1
Red Bull,Sebastian Vettel,2011,08-05-2011,1,1,1,03-07-1987,Ger,Aus,Turkish Grand Prix,Tur,8710,0,0,0,0,0.955,0.825,1,1
Red Bull,Mark Webber,2011,08-05-2011,2,1,2,27-08-1976,Aus,Aus,Turkish Grand Prix,Tur,12672,0,0,0,0,0.935064935064935,0.825,0,1
Ferrari,Fernando Alonso,2011,08-05-2011,5,1,5,29-07-1981,Spa,Ita,Turkish Grand Prix,Tur,10875,0,0,0,0,0.9248554913294798,0.8980099502487562,0,1
McLaren,Lewis Hamilton,2011,08-05-2011,4,1,4,07-01-1985,Bri,Bri,Turkish Grand Prix,Tur,9617,0,0,0,0,0.945273631840796,0.5914786967418546,1,1
Mercedes,Nico Rosberg,2011,08-05-2011,3,1,3,27-06-1985,Ger,Ger,Turkish Grand Prix,Tur,9446,0,0,0,0,0.9485294117647058,0.8778054862842892,0,1
McLaren,Jenson Button,2011,08-05-2011,6,1,6,19-01-1980,Bri,Bri,Turkish Grand Prix,Tur,11432,0,0,0,0,0.9407407407407408,0.5914786967418546,0,1
Renault,Nick Heidfeld,2011,08-05-2011,9,1,9,10-05-1977,Ger,Fre,Turkish Grand Prix,Tur,12416,0,0,0,0,0.8,0.5301507537688442,0,1
Renault,Vitaly Petrov,2011,08-05-2011,7,1,7,08-09-1984,Rus,Fre,Turkish Grand Prix,Tur,9738,0,0,0,0,0.8793103448275862,0.5301507537688442,0,1
AlphaTauri,Sébastien Buemi,2011,08-05-2011,16,1,16,31-10-1988,Swi,Ita,Turkish Grand Prix,Tur,8224,0,0,0,0,0.868421052631579,0.4547738693467337,0,1
Ferrari,Felipe Massa,2011,08-05-2011,10,1,10,25-04-1981,Bra,Ita,Turkish Grand Prix,Tur,10970,0,0,0,0,0.9161290322580645,0.8980099502487562,0,1
Mercedes,Michael Schumacher,2011,08-05-2011,8,1,8,03-01-1969,Ger,Ger,Turkish Grand Prix,Tur,15465,0,0,0,0,0.8771929824561404,0.8778054862842892,0,1
Racing Point,Adrian Sutil,2011,08-05-2011,12,11,12,11-01-1983,Ger,Ind,Turkish Grand Prix,Tur,10344,0,0,0,1,0.868421052631579,0.6084788029925188,0,1
Alfa Romeo,Sergio Pérez,2011,08-05-2011,15,11,15,26-01-1990,Mex,Swi,Turkish Grand Prix,Tur,7772,0,0,0,1,0.9333333333333333,0.42713567839195976,1,1
Williams,Rubens Barrichello,2011,08-05-2011,11,11,11,23-05-1972,Bra,Bri,Turkish Grand Prix,Tur,14229,0,0,0,1,0.972972972972973,0.4962593516209476,0,1
AlphaTauri,Jaime Alguersuari,2011,08-05-2011,17,11,17,23-03-1990,Spa,Ita,Turkish Grand Prix,Tur,7716,0,0,0,1,0.9210526315789473,0.4547738693467337,0,1
Williams,Pastor Maldonado,2011,08-05-2011,14,11,14,09-03-1985,Ven,Bri,Turkish Grand Prix,Tur,9556,0,0,0,1,0.8229166666666666,0.4962593516209476,0,1
Lotus,Jarno Trulli,2011,08-05-2011,19,11,19,13-07-1974,Ita,Mal,Turkish Grand Prix,Tur,13448,0,0,0,1,0.972972972972973,0.07894736842105265,0,0
Lotus,Heikki Kovalainen,2011,08-05-2011,18,12,18,19-10-1981,Fin,Mal,Turkish Grand Prix,Tur,10793,0,0,0,1,0.95,0.07894736842105265,0,0
Virgin,Jérôme d'Ambrosio,2011,08-05-2011,23,12,20,27-12-1985,Bel,Bri,Turkish Grand Prix,Tur,9263,0,0,0,1,0.95,0.09210526315789469,0,0
HRT,Narain Karthikeyan,2011,08-05-2011,22,13,23,14-01-1977,Ind,Spa,Turkish Grand Prix,Tur,12532,0,0,0,1,0.8214285714285714,0.15652173913043477,0,0
HRT,Vitantonio Liuzzi,2011,08-05-2011,20,15,21,06-08-1980,Ita,Spa,Turkish Grand Prix,Tur,11232,0,0,0,1,0.7837837837837838,0.15652173913043477,0,0
Racing Point,Paul di Resta,2011,08-05-2011,13,31,13,16-04-1986,Bri,Ind,Turkish Grand Prix,Tur,9153,0,0,1,0,0.864406779661017,0.6084788029925188,0,1
Virgin,Timo Glock,2011,08-05-2011,21,6,22,18-03-1982,Ger,Bri,Turkish Grand Prix,Tur,10643,0,0,0,1,0.9122807017543859,0.09210526315789469,0,0
Red Bull,Sebastian Vettel,2011,22-05-2011,2,1,2,03-07-1987,Ger,Aus,Spanish Grand Prix,Spa,8724,0,0,0,0,0.955,0.825,1,1
McLaren,Lewis Hamilton,2011,22-05-2011,3,1,3,07-01-1985,Bri,Bri,Spanish Grand Prix,Spa,9631,0,0,0,0,0.945273631840796,0.5914786967418546,1,1
McLaren,Jenson Button,2011,22-05-2011,5,1,5,19-01-1980,Bri,Bri,Spanish Grand Prix,Spa,11446,0,0,0,0,0.9407407407407408,0.5914786967418546,0,1
Red Bull,Mark Webber,2011,22-05-2011,1,1,1,27-08-1976,Aus,Aus,Spanish Grand Prix,Spa,12686,0,0,0,0,0.935064935064935,0.825,0,1
Ferrari,Fernando Alonso,2011,22-05-2011,4,11,4,29-07-1981,Spa,Ita,Spanish Grand Prix,Spa,10889,1,0,0,1,0.9248554913294798,0.8980099502487562,0,1
Mercedes,Michael Schumacher,2011,22-05-2011,10,11,10,03-01-1969,Ger,Ger,Spanish Grand Prix,Spa,15479,0,0,0,1,0.8771929824561404,0.8778054862842892,0,1
Mercedes,Nico Rosberg,2011,22-05-2011,7,11,7,27-06-1985,Ger,Ger,Spanish Grand Prix,Spa,9460,0,0,0,1,0.9485294117647058,0.8778054862842892,0,1
Alfa Romeo,Sergio Pérez,2011,22-05-2011,12,11,12,26-01-1990,Mex,Swi,Spanish Grand Prix,Spa,7786,0,0,0,1,0.9333333333333333,0.42713567839195976,1,1
Alfa Romeo,Kamui Kobayashi,2011,22-05-2011,14,11,14,13-09-1986,Jap,Swi,Spanish Grand Prix,Spa,9017,0,0,0,1,0.8356164383561644,0.42713567839195976,0,1
Renault,Vitaly Petrov,2011,22-05-2011,6,11,6,08-09-1984,Rus,Fre,Spanish Grand Prix,Spa,9752,0,0,0,1,0.8793103448275862,0.5301507537688442,0,1
Racing Point,Paul di Resta,2011,22-05-2011,16,11,16,16-04-1986,Bri,Ind,Spanish Grand Prix,Spa,9167,0,0,0,1,0.864406779661017,0.6084788029925188,0,1
Racing Point,Adrian Sutil,2011,22-05-2011,17,11,17,11-01-1983,Ger,Ind,Spanish Grand Prix,Spa,10358,0,0,0,1,0.868421052631579,0.6084788029925188,0,1
AlphaTauri,Sébastien Buemi,2011,22-05-2011,11,11,11,31-10-1988,Swi,Ita,Spanish Grand Prix,Spa,8238,0,0,0,1,0.868421052631579,0.4547738693467337,0,1
Williams,Pastor Maldonado,2011,22-05-2011,9,11,9,09-03-1985,Ven,Bri,Spanish Grand Prix,Spa,9570,0,0,0,1,0.8229166666666666,0.4962593516209476,0,1
AlphaTauri,Jaime Alguersuari,2011,22-05-2011,13,12,13,23-03-1990,Spa,Ita,Spanish Grand Prix,Spa,7730,1,0,0,1,0.9210526315789473,0.4547738693467337,0,1
Williams,Rubens Barrichello,2011,22-05-2011,19,12,19,23-05-1972,Bra,Bri,Spanish Grand Prix,Spa,14243,0,0,0,1,0.972972972972973,0.4962593516209476,0,1
Lotus,Jarno Trulli,2011,22-05-2011,18,12,18,13-07-1974,Ita,Mal,Spanish Grand Prix,Spa,13462,0,0,0,1,0.972972972972973,0.07894736842105265,0,0
Virgin,Timo Glock,2011,22-05-2011,20,13,20,18-03-1982,Ger,Bri,Spanish Grand Prix,Spa,10657,0,0,0,1,0.9122807017543859,0.09210526315789469,0,0
Virgin,Jérôme d'Ambrosio,2011,22-05-2011,23,14,23,27-12-1985,Bel,Bri,Spanish Grand Prix,Spa,9277,0,0,0,1,0.95,0.09210526315789469,0,0
HRT,Narain Karthikeyan,2011,22-05-2011,22,15,22,14-01-1977,Ind,Spa,Spanish Grand Prix,Spa,12546,0,1,0,1,0.8214285714285714,0.15652173913043477,0,0
Ferrari,Felipe Massa,2011,22-05-2011,8,6,8,25-04-1981,Bra,Ita,Spanish Grand Prix,Spa,10984,0,0,0,1,0.9161290322580645,0.8980099502487562,0,1
Lotus,Heikki Kovalainen,2011,22-05-2011,15,3,15,19-10-1981,Fin,Mal,Spanish Grand Prix,Spa,10807,0,0,1,0,0.95,0.07894736842105265,0,0
HRT,Vitantonio Liuzzi,2011,22-05-2011,21,6,21,06-08-1980,Ita,Spa,Spanish Grand Prix,Spa,11246,0,1,0,1,0.7837837837837838,0.15652173913043477,0,0
Red Bull,Sebastian Vettel,2011,29-05-2011,1,1,1,03-07-1987,Ger,Aus,Monaco Grand Prix,Mon,8731,0,0,0,0,0.955,0.825,1,1
Ferrari,Fernando Alonso,2011,29-05-2011,4,1,4,29-07-1981,Spa,Ita,Monaco Grand Prix,Mon,10896,0,0,0,0,0.9248554913294798,0.8980099502487562,0,1
McLaren,Jenson Button,2011,29-05-2011,2,1,2,19-01-1980,Bri,Bri,Monaco Grand Prix,Mon,11453,0,0,0,0,0.9407407407407408,0.5914786967418546,0,1
Red Bull,Mark Webber,2011,29-05-2011,3,1,3,27-08-1976,Aus,Aus,Monaco Grand Prix,Mon,12693,0,0,0,0,0.935064935064935,0.825,0,1
Alfa Romeo,Kamui Kobayashi,2011,29-05-2011,12,1,13,13-09-1986,Jap,Swi,Monaco Grand Prix,Mon,9024,0,0,0,0,0.8356164383561644,0.42713567839195976,0,1
McLaren,Lewis Hamilton,2011,29-05-2011,9,1,7,07-01-1985,Bri,Bri,Monaco Grand Prix,Mon,9638,0,0,0,0,0.945273631840796,0.5914786967418546,1,1
Racing Point,Adrian Sutil,2011,29-05-2011,14,11,15,11-01-1983,Ger,Ind,Monaco Grand Prix,Mon,10365,0,0,0,1,0.868421052631579,0.6084788029925188,0,1
Renault,Nick Heidfeld,2011,29-05-2011,15,11,16,10-05-1977,Ger,Fre,Monaco Grand Prix,Mon,12437,0,0,0,1,0.8,0.5301507537688442,0,1
Williams,Rubens Barrichello,2011,29-05-2011,11,11,12,23-05-1972,Bra,Bri,Monaco Grand Prix,Mon,14250,0,0,0,1,0.972972972972973,0.4962593516209476,0,1
AlphaTauri,Sébastien Buemi,2011,29-05-2011,16,11,17,31-10-1988,Swi,Ita,Monaco Grand Prix,Mon,8245,0,0,0,1,0.868421052631579,0.4547738693467337,0,1
Mercedes,Nico Rosberg,2011,29-05-2011,7,12,8,27-06-1985,Ger,Ger,Monaco Grand Prix,Mon,9467,0,0,0,1,0.9485294117647058,0.8778054862842892,0,1
Racing Point,Paul di Resta,2011,29-05-2011,13,12,14,16-04-1986,Bri,Ind,Monaco Grand Prix,Mon,9174,0,0,0,1,0.864406779661017,0.6084788029925188,0,1
Lotus,Jarno Trulli,2011,29-05-2011,18,12,19,13-07-1974,Ita,Mal,Monaco Grand Prix,Mon,13469,0,0,0,1,0.972972972972973,0.07894736842105265,0,0
Lotus,Heikki Kovalainen,2011,29-05-2011,17,12,18,19-10-1981,Fin,Mal,Monaco Grand Prix,Mon,10814,0,0,0,1,0.95,0.07894736842105265,0,0
Virgin,Jérôme d'Ambrosio,2011,29-05-2011,21,13,22,27-12-1985,Bel,Bri,Monaco Grand Prix,Mon,9284,0,0,0,1,0.95,0.09210526315789469,0,0
HRT,Vitantonio Liuzzi,2011,29-05-2011,23,13,24,06-08-1980,Ita,Spa,Monaco Grand Prix,Mon,11253,0,0,0,1,0.7837837837837838,0.15652173913043477,0,0
HRT,Narain Karthikeyan,2011,29-05-2011,22,14,23,14-01-1977,Ind,Spa,Monaco Grand Prix,Mon,12553,0,0,0,1,0.8214285714285714,0.15652173913043477,0,0
Williams,Pastor Maldonado,2011,29-05-2011,8,3,9,09-03-1985,Ven,Bri,Monaco Grand Prix,Mon,9577,0,0,1,0,0.8229166666666666,0.4962593516209476,0,1
Renault,Vitaly Petrov,2011,29-05-2011,10,4,11,08-09-1984,Rus,Fre,Monaco Grand Prix,Mon,9759,0,0,1,0,0.8793103448275862,0.5301507537688442,0,1
AlphaTauri,Jaime Alguersuari,2011,29-05-2011,19,4,20,23-03-1990,Spa,Ita,Monaco Grand Prix,Mon,7737,0,0,1,0,0.9210526315789473,0.4547738693467337,0,1
Ferrari,Felipe Massa,2011,29-05-2011,6,3,6,25-04-1981,Bra,Ita,Monaco Grand Prix,Mon,10991,0,0,1,0,0.9161290322580645,0.8980099502487562,0,1
Mercedes,Michael Schumacher,2011,29-05-2011,5,5,5,03-01-1969,Ger,Ger,Monaco Grand Prix,Mon,15486,0,0,0,1,0.8771929824561404,0.8778054862842892,0,1
Virgin,Timo Glock,2011,29-05-2011,20,22,21,18-03-1982,Ger,Bri,Monaco Grand Prix,Mon,10664,0,0,0,1,0.9122807017543859,0.09210526315789469,0,0
McLaren,Jenson Button,2011,12-06-2011,7,1,7,19-01-1980,Bri,Bri,Canadian Grand Prix,Can,11467,0,0,0,0,0.9407407407407408,0.5914786967418546,0,1
Red Bull,Sebastian Vettel,2011,12-06-2011,1,1,1,03-07-1987,Ger,Aus,Canadian Grand Prix,Can,8745,0,0,0,0,0.955,0.825,1,1
Red Bull,Mark Webber,2011,12-06-2011,4,1,4,27-08-1976,Aus,Aus,Canadian Grand Prix,Can,12707,0,0,0,0,0.935064935064935,0.825,0,1
Mercedes,Michael Schumacher,2011,12-06-2011,8,1,8,03-01-1969,Ger,Ger,Canadian Grand Prix,Can,15500,0,0,0,0,0.8771929824561404,0.8778054862842892,0,1
Renault,Vitaly Petrov,2011,12-06-2011,10,1,10,08-09-1984,Rus,Fre,Canadian Grand Prix,Can,9773,0,0,0,0,0.8793103448275862,0.5301507537688442,0,1
Ferrari,Felipe Massa,2011,12-06-2011,3,1,3,25-04-1981,Bra,Ita,Canadian Grand Prix,Can,11005,0,0,0,0,0.9161290322580645,0.8980099502487562,0,1
Alfa Romeo,Kamui Kobayashi,2011,12-06-2011,13,1,13,13-09-1986,Jap,Swi,Canadian Grand Prix,Can,9038,0,0,0,0,0.8356164383561644,0.42713567839195976,0,1
AlphaTauri,Jaime Alguersuari,2011,12-06-2011,24,1,18,23-03-1990,Spa,Ita,Canadian Grand Prix,Can,7751,0,0,0,0,0.9210526315789473,0.4547738693467337,0,1
Williams,Rubens Barrichello,2011,12-06-2011,16,1,16,23-05-1972,Bra,Bri,Canadian Grand Prix,Can,14264,0,0,0,0,0.972972972972973,0.4962593516209476,0,1
AlphaTauri,Sébastien Buemi,2011,12-06-2011,15,1,15,31-10-1988,Swi,Ita,Canadian Grand Prix,Can,8259,0,0,0,0,0.868421052631579,0.4547738693467337,0,1
Mercedes,Nico Rosberg,2011,12-06-2011,6,1,6,27-06-1985,Ger,Ger,Canadian Grand Prix,Can,9481,0,0,0,0,0.9485294117647058,0.8778054862842892,0,1
Alfa Romeo,Pedro de la Rosa,2011,12-06-2011,17,1,17,24-02-1971,Spa,Swi,Canadian Grand Prix,Can,14718,0,0,0,0,0.8571428571428572,0.42713567839195976,0,1
HRT,Vitantonio Liuzzi,2011,12-06-2011,20,11,21,06-08-1980,Ita,Spa,Canadian Grand Prix,Can,11267,0,0,0,1,0.7837837837837838,0.15652173913043477,0,0
HRT,Narain Karthikeyan,2011,12-06-2011,22,11,23,14-01-1977,Ind,Spa,Canadian Grand Prix,Can,12567,0,0,0,1,0.8214285714285714,0.15652173913043477,0,0
Virgin,Jérôme d'Ambrosio,2011,12-06-2011,23,11,24,27-12-1985,Bel,Bri,Canadian Grand Prix,Can,9298,0,0,0,1,0.95,0.09210526315789469,0,0
Virgin,Timo Glock,2011,12-06-2011,21,11,22,18-03-1982,Ger,Bri,Canadian Grand Prix,Can,10678,0,0,0,1,0.9122807017543859,0.09210526315789469,0,0
Lotus,Jarno Trulli,2011,12-06-2011,18,11,19,13-07-1974,Ita,Mal,Canadian Grand Prix,Can,13483,0,0,0,1,0.972972972972973,0.07894736842105265,0,0
Racing Point,Paul di Resta,2011,12-06-2011,11,3,11,16-04-1986,Bri,Ind,Canadian Grand Prix,Can,9188,0,0,1,0,0.864406779661017,0.6084788029925188,0,1
Williams,Pastor Maldonado,2011,12-06-2011,12,31,12,09-03-1985,Ven,Bri,Canadian Grand Prix,Can,9591,0,0,1,0,0.8229166666666666,0.4962593516209476,0,1
Renault,Nick Heidfeld,2011,12-06-2011,9,3,9,10-05-1977,Ger,Fre,Canadian Grand Prix,Can,12451,0,0,1,0,0.8,0.5301507537688442,0,1
Racing Point,Adrian Sutil,2011,12-06-2011,14,3,14,11-01-1983,Ger,Ind,Canadian Grand Prix,Can,10379,0,0,1,0,0.868421052631579,0.6084788029925188,0,1
Ferrari,Fernando Alonso,2011,12-06-2011,2,4,2,29-07-1981,Spa,Ita,Canadian Grand Prix,Can,10910,0,0,1,0,0.9248554913294798,0.8980099502487562,0,1
Lotus,Heikki Kovalainen,2011,12-06-2011,19,7,20,19-10-1981,Fin,Mal,Canadian Grand Prix,Can,10828,0,0,0,1,0.95,0.07894736842105265,0,0
McLaren,Lewis Hamilton,2011,12-06-2011,5,4,5,07-01-1985,Bri,Bri,Canadian Grand Prix,Can,9652,0,0,1,0,0.945273631840796,0.5914786967418546,1,1
Red Bull,Sebastian Vettel,2011,26-06-2011,1,1,1,03-07-1987,Ger,Aus,European Grand Prix,Spa,8759,0,0,0,0,0.955,0.825,1,1
Ferrari,Fernando Alonso,2011,26-06-2011,4,1,4,29-07-1981,Spa,Ita,European Grand Prix,Spa,10924,1,0,0,0,0.9248554913294798,0.8980099502487562,0,1
Red Bull,Mark Webber,2011,26-06-2011,2,1,2,27-08-1976,Aus,Aus,European Grand Prix,Spa,12721,0,0,0,0,0.935064935064935,0.825,0,1
McLaren,Lewis Hamilton,2011,26-06-2011,3,1,3,07-01-1985,Bri,Bri,European Grand Prix,Spa,9666,0,0,0,0,0.945273631840796,0.5914786967418546,1,1
Ferrari,Felipe Massa,2011,26-06-2011,5,1,5,25-04-1981,Bra,Ita,European Grand Prix,Spa,11019,0,0,0,0,0.9161290322580645,0.8980099502487562,0,1
McLaren,Jenson Button,2011,26-06-2011,6,1,6,19-01-1980,Bri,Bri,European Grand Prix,Spa,11481,0,0,0,0,0.9407407407407408,0.5914786967418546,0,1
Mercedes,Nico Rosberg,2011,26-06-2011,7,1,7,27-06-1985,Ger,Ger,European Grand Prix,Spa,9495,0,0,0,0,0.9485294117647058,0.8778054862842892,0,1
AlphaTauri,Jaime Alguersuari,2011,26-06-2011,18,11,18,23-03-1990,Spa,Ita,European Grand Prix,Spa,7765,1,0,0,1,0.9210526315789473,0.4547738693467337,0,1
Racing Point,Adrian Sutil,2011,26-06-2011,10,11,10,11-01-1983,Ger,Ind,European Grand Prix,Spa,10393,0,0,0,1,0.868421052631579,0.6084788029925188,0,1
Renault,Nick Heidfeld,2011,26-06-2011,9,11,9,10-05-1977,Ger,Fre,European Grand Prix,Spa,12465,0,0,0,1,0.8,0.5301507537688442,0,1
Alfa Romeo,Sergio Pérez,2011,26-06-2011,16,11,16,26-01-1990,Mex,Swi,European Grand Prix,Spa,7821,0,0,0,1,0.9333333333333333,0.42713567839195976,1,1
Williams,Rubens Barrichello,2011,26-06-2011,13,11,13,23-05-1972,Bra,Bri,European Grand Prix,Spa,14278,0,0,0,1,0.972972972972973,0.4962593516209476,0,1
AlphaTauri,Sébastien Buemi,2011,26-06-2011,17,11,17,31-10-1988,Swi,Ita,European Grand Prix,Spa,8273,0,0,0,1,0.868421052631579,0.4547738693467337,0,1
Racing Point,Paul di Resta,2011,26-06-2011,12,11,12,16-04-1986,Bri,Ind,European Grand Prix,Spa,9202,0,0,0,1,0.864406779661017,0.6084788029925188,0,1
Renault,Vitaly Petrov,2011,26-06-2011,11,11,11,08-09-1984,Rus,Fre,European Grand Prix,Spa,9787,0,0,0,1,0.8793103448275862,0.5301507537688442,0,1
Alfa Romeo,Kamui Kobayashi,2011,26-06-2011,14,11,14,13-09-1986,Jap,Swi,European Grand Prix,Spa,9052,0,0,0,1,0.8356164383561644,0.42713567839195976,0,1
Mercedes,Michael Schumacher,2011,26-06-2011,8,11,8,03-01-1969,Ger,Ger,European Grand Prix,Spa,15514,0,0,0,1,0.8771929824561404,0.8778054862842892,0,1
Williams,Pastor Maldonado,2011,26-06-2011,15,11,15,09-03-1985,Ven,Bri,European Grand Prix,Spa,9605,0,0,0,1,0.8229166666666666,0.4962593516209476,0,1
Lotus,Heikki Kovalainen,2011,26-06-2011,19,12,19,19-10-1981,Fin,Mal,European Grand Prix,Spa,10842,0,0,0,1,0.95,0.07894736842105265,0,0
Lotus,Jarno Trulli,2011,26-06-2011,20,12,20,13-07-1974,Ita,Mal,European Grand Prix,Spa,13497,0,0,0,1,0.972972972972973,0.07894736842105265,0,0
Virgin,Timo Glock,2011,26-06-2011,21,12,21,18-03-1982,Ger,Bri,European Grand Prix,Spa,10692,0,0,0,1,0.9122807017543859,0.09210526315789469,0,0
Virgin,Jérôme d'Ambrosio,2011,26-06-2011,23,12,23,27-12-1985,Bel,Bri,European Grand Prix,Spa,9312,0,0,0,1,0.95,0.09210526315789469,0,0
HRT,Vitantonio Liuzzi,2011,26-06-2011,22,13,22,06-08-1980,Ita,Spa,European Grand Prix,Spa,11281,0,1,0,1,0.7837837837837838,0.15652173913043477,0,0
HRT,Narain Karthikeyan,2011,26-06-2011,24,13,24,14-01-1977,Ind,Spa,European Grand Prix,Spa,12581,0,1,0,1,0.8214285714285714,0.15652173913043477,0,0
Ferrari,Fernando Alonso,2011,10-07-2011,3,1,3,29-07-1981,Spa,Ita,British Grand Prix,Bri,10938,0,0,0,0,0.9248554913294798,0.8980099502487562,0,1
Red Bull,Sebastian Vettel,2011,10-07-2011,2,1,2,03-07-1987,Ger,Aus,British Grand Prix,Bri,8773,0,0,0,0,0.955,0.825,1,1
Red Bull,Mark Webber,2011,10-07-2011,1,1,1,27-08-1976,Aus,Aus,British Grand Prix,Bri,12735,0,0,0,0,0.935064935064935,0.825,0,1
McLaren,Lewis Hamilton,2011,10-07-2011,10,1,10,07-01-1985,Bri,Bri,British Grand Prix,Bri,9680,1,1,0,0,0.945273631840796,0.5914786967418546,1,1
Ferrari,Felipe Massa,2011,10-07-2011,4,1,4,25-04-1981,Bra,Ita,British Grand Prix,Bri,11033,0,0,0,0,0.9161290322580645,0.8980099502487562,0,1
Mercedes,Nico Rosberg,2011,10-07-2011,9,1,9,27-06-1985,Ger,Ger,British Grand Prix,Bri,9509,0,0,0,0,0.9485294117647058,0.8778054862842892,0,1
Alfa Romeo,Sergio Pérez,2011,10-07-2011,12,1,12,26-01-1990,Mex,Swi,British Grand Prix,Bri,7835,0,0,0,0,0.9333333333333333,0.42713567839195976,1,1
Renault,Nick Heidfeld,2011,10-07-2011,16,1,16,10-05-1977,Ger,Fre,British Grand Prix,Bri,12479,0,0,0,0,0.8,0.5301507537688442,0,1
Mercedes,Michael Schumacher,2011,10-07-2011,13,1,13,03-01-1969,Ger,Ger,British Grand Prix,Bri,15528,0,0,0,0,0.8771929824561404,0.8778054862842892,0,1
AlphaTauri,Jaime Alguersuari,2011,10-07-2011,18,1,18,23-03-1990,Spa,Ita,British Grand Prix,Bri,7779,0,0,0,0,0.9210526315789473,0.4547738693467337,0,1
Racing Point,Adrian Sutil,2011,10-07-2011,11,1,11,11-01-1983,Ger,Ind,British Grand Prix,Bri,10407,0,0,0,0,0.868421052631579,0.6084788029925188,0,1
Renault,Vitaly Petrov,2011,10-07-2011,14,1,14,08-09-1984,Rus,Fre,British Grand Prix,Bri,9801,0,0,0,0,0.8793103448275862,0.5301507537688442,0,1
Williams,Rubens Barrichello,2011,10-07-2011,15,11,15,23-05-1972,Bra,Bri,British Grand Prix,Bri,14292,0,1,0,1,0.972972972972973,0.4962593516209476,0,1
Williams,Pastor Maldonado,2011,10-07-2011,7,11,7,09-03-1985,Ven,Bri,British Grand Prix,Bri,9619,0,1,0,1,0.8229166666666666,0.4962593516209476,0,1
Racing Point,Paul di Resta,2011,10-07-2011,6,11,6,16-04-1986,Bri,Ind,British Grand Prix,Bri,9216,1,0,0,1,0.864406779661017,0.6084788029925188,0,1
Virgin,Timo Glock,2011,10-07-2011,20,12,20,18-03-1982,Ger,Bri,British Grand Prix,Bri,10706,0,1,0,1,0.9122807017543859,0.09210526315789469,0,0
Virgin,Jérôme d'Ambrosio,2011,10-07-2011,22,12,22,27-12-1985,Bel,Bri,British Grand Prix,Bri,9326,0,1,0,1,0.95,0.09210526315789469,0,0
HRT,Vitantonio Liuzzi,2011,10-07-2011,23,12,23,06-08-1980,Ita,Spa,British Grand Prix,Bri,11295,0,0,0,1,0.7837837837837838,0.15652173913043477,0,0
