constructor,driver,year,date,quali_pos,status_id,position,dob,driver_nationality,constructor_nationality,GP_name,country,age_at_gp_in_days,driver_home,constructor_home,driver_dnf,constructor_dnf,driver_confidence,constructor_reliability,active_driver,active_constructor
AlphaTauri,Jaime Alguersuari,2011,2011-05-22,13,12,13,1990-03-23,Spa,Ita,Spanish Grand Prix,Spa,7730,1,0,0,1,0.9210526315789473,0.4547738693467337,0,1
Williams,Rubens Barrichello,2011,2011-05-22,19,12,19,1972-05-23,Bra,Bri,Spanish Grand Prix,Spa,14243,0,0,0,1,0.972972972972973,0.4962593516209476,0,1
Lotus,Jarno Trulli,2011,2011-05-22,18,12,18,1974-07-13,Ita,Mal,Spanish Grand Prix,Spa,13462,0,0,0,1,0.972972972972973,0.07894736842105265,0,0
Virgin,Timo Glock,2011,2011-05-22,20,13,20,1982-03-18,Ger,Bri,Spanish Grand Prix,Spa,10657,0,0,0,1,0.9122807017543859,0.09210526315789469,0,0
Virgin,Jérôme d'Ambrosio,2011,2011-05-22,23,14,23,1985-12-27,Bel,Bri,Spanish Grand Prix,Spa,9277,0,0,0,1,0.95,0.09210526315789469,0,0
HRT,Narain Karthikeyan,2011,2011-05-22,22,15,22,1977-01-14,Ind,Spa,Spanish Grand Prix,Spa,12546,0,1,0,1,0.8214285714285714,0.15652173913043477,0,0
Ferrari,Felipe Massa,2011,2011-05-22,8,6,8,1981-04-25,Bra,Ita,Spanish Grand Prix,Spa,10984,0,0,0,1,0.9161290322580645,0.8980099502487562,0,1
Lotus,Heikki Kovalainen,2011,2011-05-22,15,3,15,1981-10-19,Fin,Mal,Spanish Grand Prix,Spa,10807,0,0,1,0,0.95,0.07894736842105265,0,0
HRT,Vitantonio Liuzzi,2011,2011-05-22,21,6,21,1980-08-06,Ita,Spa,Spanish Grand Prix,Spa,11246,0,1,0,1,0.7837837837837838,0.15652173913043477,0,0
Red Bull,Sebastian Vettel,2011,2011-05-29,1,1,1,1987-07-03,Ger,Aus,Monaco Grand Prix,Mon,8731,0,0,0,0,0.955,0.825,1,1
Ferrari,Fernando Alonso,2011,2011-05-29,4,1,4,1981-07-29,Spa,Ita,Monaco Grand Prix,Mon,10896,0,0,0,0,0.9248554913294798,0.8980099502487562,0,1
McLaren,Jenson Button,2011,2011-05-29,2,1,2,1980-01-19,Bri,Bri,Monaco Grand Prix,Mon,11453,0,0,0,0,0.9407407407407408,0.5914786967418546,0,1
Red Bull,Mark Webber,2011,2011-05-29,3,1,3,1976-08-27,Aus,Aus,Monaco Grand Prix,Mon,12693,0,0,0,0,0.935064935064935,0.825,0,1
Alfa Romeo,Kamui Kobayashi,2011,2011-05-29,12,1,13,1986-09-13,Jap,Swi,Monaco Grand Prix,Mon,9024,0,0,0,0,0.8356164383561644,0.42713567839195976,0,1
McLaren,Lewis Hamilton,2011,2011-05-29,9,1,7,1985-01-07,Bri,Bri,Monaco Grand Prix,Mon,9638,0,0,0,0,0.945273631840796,0.5914786967418546,1,1
Racing Point,Adrian Sutil,2011,2011-05-29,14,11,15,1983-01-11,Ger,Ind,Monaco Grand Prix,Mon,10365,0,0,0,1,0.868421052631579,0.6084788029925188,0,1
Renault,Nick Heidfeld,2011,2011-05-29,15,11,16,1977-05-10,Ger,Fre,Monaco Grand Prix,Mon,12437,0,0,0,1,0.8,0.5301507537688442,0,1
Williams,Rubens Barrichello,2011,2011-05-29,11,11,12,1972-05-23,Bra,Bri,Monaco Grand Prix,Mon,14250,0,0,0,1,0.972972972972973,0.4962593516209476,0,1
AlphaTauri,Sébastien Buemi,2011,2011-05-29,16,11,17,1988-10-31,Swi,Ita,Monaco Grand Prix,Mon,8245,0,0,0,1,0.868421052631579,0.4547738693467337,0,1
Mercedes,Nico Rosberg,2011,2011-05-29,7,12,8,1985-06-27,Ger,Ger,Monaco Grand Prix,Mon,9467,0,0,0,1,0.9485294117647058,0.8778054862842892,0,1
Racing Point,Paul di Resta,2011,2011-05-29,13,12,14,1986-04-16,Bri,Ind,Monaco Grand Prix,Mon,9174,0,0,0,1,0.864406779661017,0.6084788029925188,0,1
Lotus,Jarno Trulli,2011,2011-05-29,18,12,19,1974-07-13,Ita,Mal,Monaco Grand Prix,Mon,13469,0,0,0,1,0.972972972972973,0.07894736842105265,0,0
Lotus,Heikki Kovalainen,2011,2011-05-29,17,12,18,1981-10-19,Fin,Mal,Monaco Grand Prix,Mon,10814,0,0,0,1,0.95,0.07894736842105265,0,0
Virgin,Jérôme d'Ambrosio,2011,2011-05-29,21,13,22,1985-12-27,Bel,Bri,Monaco Grand Prix,Mon,9284,0,0,0,1,0.95,0.09210526315789469,0,0
HRT,Vitantonio Liuzzi,2011,2011-05-29,23,13,24,1980-08-06,Ita,Spa,Monaco Grand Prix,Mon,11253,0,0,0,1,0.7837837837837838,0.15652173913043477,0,0
HRT,Narain Karthikeyan,2011,2011-05-29,22,14,23,1977-01-14,Ind,Spa,Monaco Grand Prix,Mon,12553,0,0,0,1,0.8214285714285714,0.15652173913043477,0,0
Williams,Pastor Maldonado,2011,2011-05-29,8,3,9,1985-03-09,Ven,Bri,Monaco Grand Prix,Mon,9577,0,0,1,0,0.8229166666666666,0.4962593516209476,0,1
Renault,Vitaly Petrov,2011,2011-05-29,10,4,11,1984-09-08,Rus,Fre,Monaco Grand Prix,Mon,9759,0,0,1,0,0.8793103448275862,0.5301507537688442,0,1
AlphaTauri,Jaime Alguersuari,2011,2011-05-29,19,4,20,1990-03-23,Spa,Ita,Monaco Grand Prix,Mon,7737,0,0,1,0,0.9210526315789473,0.4547738693467337,0,1
Ferrari,Felipe Massa,2011,2011-05-29,6,3,6,1981-04-25,Bra,Ita,Monaco Grand Prix,Mon,10991,0,0,1,0,0.9161290322580645,0.8980099502487562,0,1
Mercedes,Michael Schumacher,2011,2011-05-29,5,5,5,1969-01-03,Ger,Ger,Monaco Grand Prix,Mon,15486,0,0,0,1,0.8771929824561404,0.8778054862842892,0,1
Virgin,Timo Glock,2011,2011-05-29,20,22,21,1982-03-18,Ger,Bri,Monaco Grand Prix,Mon,10664,0,0,0,1,0.9122807017543859,0.09210526315789469,0,0
McLaren,Jenson Button,2011,2011-06-12,7,1,7,1980-01-19,Bri,Bri,Canadian Grand Prix,Can,11467,0,0,0,0,0.9407407407407408,0.5914786967418546,0,1
Red Bull,Sebastian Vettel,2011,2011-06-12,1,1,1,1987-07-03,Ger,Aus,Canadian Grand Prix,Can,8745,0,0,0,0,0.955,0.825,1,1
Red Bull,Mark Webber,2011,2011-06-12,4,1,4,1976-08-27,Aus,Aus,Canadian Grand Prix,Can,12707,0,0,0,0,0.935064935064935,0.825,0,1
Mercedes,Michael Schumacher,2011,2011-06-12,8,1,8,1969-01-03,Ger,Ger,Canadian Grand Prix,Can,15500,0,0,0,0,0.8771929824561404,0.8778054862842892,0,1
Renault,Vitaly Petrov,2011,2011-06-12,10,1,10,1984-09-08,Rus,Fre,Canadian Grand Prix,Can,9773,0,0,0,0,0.8793103448275862,0.5301507537688442,0,1
Ferrari,Felipe Massa,2011,2011-06-12,3,1,3,1981-04-25,Bra,Ita,Canadian Grand Prix,Can,11005,0,0,0,0,0.9161290322580645,0.8980099502487562,0,1
Alfa Romeo,Kamui Kobayashi,2011,2011-06-12,13,1,13,1986-09-13,Jap,Swi,Canadian Grand Prix,Can,9038,0,0,0,0,0.8356164383561644,0.42713567839195976,0,1
AlphaTauri,Jaime Alguersuari,2011,2011-06-12,24,1,18,1990-03-23,Spa,Ita,Canadian Grand Prix,Can,7751,0,0,0,0,0.9210526315789473,0.4547738693467337,0,1
Williams,Rubens Barrichello,2011,2011-06-12,16,1,16,1972-05-23,Bra,Bri,Canadian Grand Prix,Can,14264,0,0,0,0,0.972972972972973,0.4962593516209476,0,1
AlphaTauri,Sébastien Buemi,2011,2011-06-12,15,1,15,1988-10-31,Swi,Ita,Canadian Grand Prix,Can,8259,0,0,0,0,0.868421052631579,0.4547738693467337,0,1
Mercedes,Nico Rosberg,2011,2011-06-12,6,1,6,1985-06-27,Ger,Ger,Canadian Grand Prix,Can,9481,0,0,0,0,0.9485294117647058,0.8778054862842892,0,1
Alfa Romeo,Pedro de la Rosa,2011,2011-06-12,17,1,17,1971-02-24,Spa,Swi,Canadian Grand Prix,Can,14718,0,0,0,0,0.8571428571428572,0.42713567839195976,0,1
HRT,Vitantonio Liuzzi,2011,2011-06-12,20,11,21,1980-08-06,Ita,Spa,Canadian Grand Prix,Can,11267,0,0,0,1,0.7837837837837838,0.15652173913043477,0,0
HRT,Narain Karthikeyan,2011,2011-06-12,22,11,23,1977-01-14,Ind,Spa,Canadian Grand Prix,Can,12567,0,0,0,1,0.8214285714285714,0.15652173913043477,0,0
Virgin,Jérôme d'Ambrosio,2011,2011-06-12,23,11,24,1985-12-27,Bel,Bri,Canadian Grand Prix,Can,9298,0,0,0,1,0.95,0.09210526315789469,0,0
Virgin,Timo Glock,2011,2011-06-12,21,11,22,1982-03-18,Ger,Bri,Canadian Grand Prix,Can,10678,0,0,0,1,0.9122807017543859,0.09210526315789469,0,0
Lotus,Jarno Trulli,2011,2011-06-12,18,11,19,1974-07-13,Ita,Mal,Canadian Grand Prix,Can,13483,0,0,0,1,0.972972972972973,0.07894736842105265,0,0
Racing Point,Paul di Resta,2011,2011-06-12,11,3,11,1986-04-16,Bri,Ind,Canadian Grand Prix,Can,9188,0,0,1,0,0.864406779661017,0.6084788029925188,0,1
Williams,Pastor Maldonado,2011,2011-06-12,12,31,12,1985-03-09,Ven,Bri,Canadian Grand Prix,Can,9591,0,0,1,0,0.8229166666666666,0.4962593516209476,0,1
Renault,Nick Heidfeld,2011,2011-06-12,9,3,9,1977-05-10,Ger,Fre,Canadian Grand Prix,Can,12451,0,0,1,0,0.8,0.5301507537688442,0,1
Racing Point,Adrian Sutil,2011,2011-06-12,14,3,14,1983-01-11,Ger,Ind,Canadian Grand Prix,Can,10379,0,0,1,0,0.868421052631579,0.6084788029925188,0,1
Ferrari,Fernando Alonso,2011,2011-06-12,2,4,2,1981-07-29,Spa,Ita,Canadian Grand Prix,Can,10910,0,0,1,0,0.9248554913294798,0.8980099502487562,0,1
Lotus,Heikki Kovalainen,2011,2011-06-12,19,7,20,1981-10-19,Fin,Mal,Canadian Grand Prix,Can,10828,0,0,0,1,0.95,0.07894736842105265,0,0
McLaren,Lewis Hamilton,2011,2011-06-12,5,4,5,1985-01-07,Bri,Bri,Canadian Grand Prix,Can,9652,0,0,1,0,0.945273631840796,0.5914786967418546,1,1
Red Bull,Sebastian Vettel,2011,2011-06-26,1,1,1,1987-07-03,Ger,Aus,European Grand Prix,Spa,8759,0,0,0,0,0.955,0.825,1,1
Ferrari,Fernando Alonso,2011,2011-06-26,4,1,4,1981-07-29,Spa,Ita,European Grand Prix,Spa,10924,1,0,0,0,0.9248554913294798,0.8980099502487562,0,1
Red Bull,Mark Webber,2011,2011-06-26,2,1,2,1976-08-27,Aus,Aus,European Grand Prix,Spa,12721,0,0,0,0,0.935064935064935,0.825,0,1
McLaren,Lewis Hamilton,2011,2011-06-26,3,1,3,1985-01-07,Bri,Bri,European Grand Prix,Spa,9666,0,0,0,0,0.945273631840796,0.5914786967418546,1,1
Ferrari,Felipe Massa,2011,2011-06-26,5,1,5,1981-04-25,Bra,Ita,European Grand Prix,Spa,11019,0,0,0,0,0.9161290322580645,0.8980099502487562,0,1
McLaren,Jenson Button,2011,2011-06-26,6,1,6,1980-01-19,Bri,Bri,European Grand Prix,Spa,11481,0,0,0,0,0.9407407407407408,0.5914786967418546,0,1
Mercedes,Nico Rosberg,2011,2011-06-26,7,1,7,1985-06-27,Ger,Ger,European Grand Prix,Spa,9495,0,0,0,0,0.9485294117647058,0.8778054862842892,0,1
AlphaTauri,Jaime Alguersuari,2011,2011-06-26,18,11,18,1990-03-23,Spa,Ita,European Grand Prix,Spa,7765,1,0,0,1,0.9210526315789473,0.4547738693467337,0,1
Racing Point,Adrian Sutil,2011,2011-06-26,10,11,10,1983-01-11,Ger,Ind,European Grand Prix,Spa,10393,0,0,0,1,0.868421052631579,0.6084788029925188,0,1
Renault,Nick Heidfeld,2011,2011-06-26,9,11,9,1977-05-10,Ger,Fre,European Grand Prix,Spa,12465,0,0,0,1,0.8,0.5301507537688442,0,1
Alfa Romeo,Sergio Pérez,2011,2011-06-26,16,11,16,1990-01-26,Mex,Swi,European Grand Prix,Spa,7821,0,0,0,1,0.9333333333333333,0.42713567839195976,1,1
Williams,Rubens Barrichello,2011,2011-06-26,13,11,13,1972-05-23,Bra,Bri,European Grand Prix,Spa,14278,0,0,0,1,0.972972972972973,0.4962593516209476,0,1
AlphaTauri,Sébastien Buemi,2011,2011-06-26,17,11,17,1988-10-31,Swi,Ita,European Grand Prix,Spa,8273,0,0,0,1,0.868421052631579,0.4547738693467337,0,1
Racing Point,Paul di Resta,2011,2011-06-26,12,11,12,1986-04-16,Bri,Ind,European Grand Prix,Spa,9202,0,0,0,1,0.864406779661017,0.6084788029925188,0,1
Renault,Vitaly Petrov,2011,2011-06-26,11,11,11,1984-09-08,Rus,Fre,European Grand Prix,Spa,9787,0,0,0,1,0.8793103448275862,0.5301507537688442,0,1
Alfa Romeo,Kamui Kobayashi,2011,2011-06-26,14,11,14,1986-09-13,Jap,Swi,European Grand Prix,Spa,9052,0,0,0,1,0.8356164383561644,0.42713567839195976,0,1
Mercedes,Michael Schumacher,2011,2011-06-26,8,11,8,1969-01-03,Ger,Ger,European Grand Prix,Spa,15514,0,0,0,1,0.8771929824561404,0.8778054862842892,0,1
Williams,Pastor Maldonado,2011,2011-06-26,15,11,15,1985-03-09,Ven,Bri,European Grand Prix,Spa,9605,0,0,0,1,0.8229166666666666,0.4962593516209476,0,1
Lotus,Heikki Kovalainen,2011,2011-06-26,19,12,19,1981-10-19,Fin,Mal,European Grand Prix,Spa,10842,0,0,0,1,0.95,0.07894736842105265,0,0
Lotus,Jarno Trulli,2011,2011-06-26,20,12,20,1974-07-13,Ita,Mal,European Grand Prix,Spa,13497,0,0,0,1,0.972972972972973,0.07894736842105265,0,0
Virgin,Timo Glock,2011,2011-06-26,21,12,21,1982-03-18,Ger,Bri,European Grand Prix,Spa,10692,0,0,0,1,0.9122807017543859,0.09210526315789469,0,0
Virgin,Jérôme d'Ambrosio,2011,2011-06-26,23,12,23,1985-12-27,Bel,Bri,European Grand Prix,Spa,9312,0,0,0,1,0.95,0.09210526315789469,0,0
HRT,Vitantonio Liuzzi,2011,2011-06-26,22,13,22,1980-08-06,Ita,Spa,European Grand Prix,Spa,11281,0,1,0,1,0.7837837837837838,0.15652173913043477,0,0
HRT,Narain Karthikeyan,2011,2011-06-26,24,13,24,1977-01-14,Ind,Spa,European Grand Prix,Spa,12581,0,1,0,1,0.8214285714285714,0.15652173913043477,0,0
Ferrari,Fernando Alonso,2011,2011-07-10,3,1,3,1981-07-29,Spa,Ita,British Grand Prix,Bri,10938,0,0,0,0,0.9248554913294798,0.8980099502487562,0,1
Red Bull,Sebastian Vettel,2011,2011-07-10,2,1,2,1987-07-03,Ger,Aus,British Grand Prix,Bri,8773,0,0,0,0,0.955,0.825,1,1
Red Bull,Mark Webber,2011,2011-07-10,1,1,1,1976-08-27,Aus,Aus,British Grand Prix,Bri,12735,0,0,0,0,0.935064935064935,0.825,0,1
McLaren,Lewis Hamilton,2011,2011-07-10,10,1,10,1985-01-07,Bri,Bri,British Grand Prix,Bri,9680,1,1,0,0,0.945273631840796,0.5914786967418546,1,1
Ferrari,Felipe Massa,2011,2011-07-10,4,1,4,1981-04-25,Bra,Ita,British Grand Prix,Bri,11033,0,0,0,0,0.9161290322580645,0.8980099502487562,0,1
Mercedes,Nico Rosberg,2011,2011-07-10,9,1,9,1985-06-27,Ger,Ger,British Grand Prix,Bri,9509,0,0,0,0,0.9485294117647058,0.8778054862842892,0,1
Alfa Romeo,Sergio Pérez,2011,2011-07-10,12,1,12,1990-01-26,Mex,Swi,British Grand Prix,Bri,7835,0,0,0,0,0.9333333333333333,0.42713567839195976,1,1
Renault,Nick Heidfeld,2011,2011-07-10,16,1,16,1977-05-10,Ger,Fre,British Grand Prix,Bri,12479,0,0,0,0,0.8,0.5301507537688442,0,1
Mercedes,Michael Schumacher,2011,2011-07-10,13,1,13,1969-01-03,Ger,Ger,British Grand Prix,Bri,15528,0,0,0,0,0.8771929824561404,0.8778054862842892,0,1
AlphaTauri,Jaime Alguersuari,2011,2011-07-10,18,1,18,1990-03-23,Spa,Ita,British Grand Prix,Bri,7779,0,0,0,0,0.9210526315789473,0.4547738693467337,0,1
Racing Point,Adrian Sutil,2011,2011-07-10,11,1,11,1983-01-11,Ger,Ind,British Grand Prix,Bri,10407,0,0,0,0,0.868421052631579,0.6084788029925188,0,1
Renault,Vitaly Petrov,2011,2011-07-10,14,1,14,1984-09-08,Rus,Fre,British Grand Prix,Bri,9801,0,0,0,0,0.8793103448275862,0.5301507537688442,0,1
Williams,Rubens Barrichello,2011,2011-07-10,15,11,15,1972-05-23,Bra,Bri,British Grand Prix,Bri,14292,0,1,0,1,0.972972972972973,0.4962593516209476,0,1
Williams,Pastor Maldonado,2011,2011-07-10,7,11,7,1985-03-09,Ven,Bri,British Grand Prix,Bri,9619,0,1,0,1,0.8229166666666666,0.4962593516209476,0,1
Racing Point,Paul di Resta,2011,2011-07-10,6,11,6,1986-04-16,Bri,Ind,British Grand Prix,Bri,9216,1,0,0,1,0.864406779661017,0.6084788029925188,0,1
Virgin,Timo Glock,2011,2011-07-10,20,12,20,1982-03-18,Ger,Bri,British Grand Prix,Bri,10706,0,1,0,1,0.9122807017543859,0.09210526315789469,0,0
Virgin,Jérôme d'Ambrosio,2011,2011-07-10,22,12,22,1985-12-27,Bel,Bri,British Grand Prix,Bri,9326,0,1,0,1,0.95,0.09210526315789469,0,0
HRT,Vitantonio Liuzzi,2011,2011-07-10,23,12,23,1980-08-06,Ita,Spa,British Grand Prix,Bri,11295,0,0,0,1,0.7837837837837838,0.15652173913043477,0,0
HRT,Daniel Ricciardo,2011,2011-07-10,24,13,24,1989-07-01,Aus,Spa,British Grand Prix,Bri,8044,0,0,0,1,0.9421965317919075,0.15652173913043477,1,0
McLaren,Jenson Button,2011,2011-07-10,5,61,5,1980-01-19,Bri,Bri,British Grand Prix,Bri,11495,1,1,0,1,0.9407407407407408,0.5914786967418546,0,1
AlphaTauri,Sébastien Buemi,2011,2011-07-10,19,3,19,1988-10-31,Swi,Ita,British Grand Prix,Bri,8287,0,0,1,0,0.868421052631579,0.4547738693467337,0,1
Alfa Romeo,Kamui Kobayashi,2011,2011-07-10,8,5,8,1986-09-13,Jap,Swi,British Grand Prix,Bri,9066,0,0,0,1,0.8356164383561644,0.42713567839195976,0,1
Lotus,Jarno Trulli,2011,2011-07-10,21,44,21,1974-07-13,Ita,Mal,British Grand Prix,Bri,13511,0,0,0,1,0.972972972972973,0.07894736842105265,0,0
Lotus,Heikki Kovalainen,2011,2011-07-10,17,6,17,1981-10-19,Fin,Mal,British Grand Prix,Bri,10856,0,0,0,1,0.95,0.07894736842105265,0,0
McLaren,Lewis Hamilton,2011,2011-07-24,2,1,2,1985-01-07,Bri,Bri,German Grand Prix,Ger,9694,0,0,0,0,0.945273631840796,0.5914786967418546,1,1
Ferrari,Fernando Alonso,2011,2011-07-24,4,1,4,1981-07-29,Spa,Ita,German Grand Prix,Ger,10952,0,0,0,0,0.9248554913294798,0.8980099502487562,0,1
Red Bull,Mark Webber,2011,2011-07-24,1,1,1,1976-08-27,Aus,Aus,German Grand Prix,Ger,12749,0,0,0,0,0.935064935064935,0.825,0,1
Red Bull,Sebastian Vettel,2011,2011-07-24,3,1,3,1987-07-03,Ger,Aus,German Grand Prix,Ger,8787,1,0,0,0,0.955,0.825,1,1
Ferrari,Felipe Massa,2011,2011-07-24,5,1,5,1981-04-25,Bra,Ita,German Grand Prix,Ger,11047,0,0,0,0,0.9161290322580645,0.8980099502487562,0,1
Racing Point,Adrian Sutil,2011,2011-07-24,8,1,8,1983-01-11,Ger,Ind,German Grand Prix,Ger,10421,1,0,0,0,0.868421052631579,0.6084788029925188,0,1
Mercedes,Nico Rosberg,2011,2011-07-24,6,11,6,1985-06-27,Ger,Ger,German Grand Prix,Ger,9523,1,1,0,1,0.9485294117647058,0.8778054862842892,0,1
Mercedes,Michael Schumacher,2011,2011-07-24,10,11,10,1969-01-03,Ger,Ger,German Grand Prix,Ger,15542,1,1,0,1,0.8771929824561404,0.8778054862842892,0,1
Alfa Romeo,Kamui Kobayashi,2011,2011-07-24,17,11,18,1986-09-13,Jap,Swi,German Grand Prix,Ger,9080,0,0,0,1,0.8356164383561644,0.42713567839195976,0,1
Renault,Vitaly Petrov,2011,2011-07-24,9,11,9,1984-09-08,Rus,Fre,German Grand Prix,Ger,9815,0,0,0,1,0.8793103448275862,0.5301507537688442,0,1
Alfa Romeo,Sergio Pérez,2011,2011-07-24,15,11,15,1990-01-26,Mex,Swi,German Grand Prix,Ger,7849,0,0,0,1,0.9333333333333333,0.42713567839195976,1,1
AlphaTauri,Jaime Alguersuari,2011,2011-07-24,16,11,17,1990-03-23,Spa,Ita,German Grand Prix,Ger,7793,0,0,0,1,0.9210526315789473,0.4547738693467337,0,1
Racing Point,Paul di Resta,2011,2011-07-24,12,11,12,1986-04-16,Bri,Ind,German Grand Prix,Ger,9230,0,0,0,1,0.864406779661017,0.6084788029925188,0,1
Williams,Pastor Maldonado,2011,2011-07-24,13,11,13,1985-03-09,Ven,Bri,German Grand Prix,Ger,9633,0,0,0,1,0.8229166666666666,0.4962593516209476,0,1
AlphaTauri,Sébastien Buemi,2011,2011-07-24,24,11,16,1988-10-31,Swi,Ita,German Grand Prix,Ger,8301,0,0,0,1,0.868421052631579,0.4547738693467337,0,1
Lotus,Heikki Kovalainen,2011,2011-07-24,18,12,19,1981-10-19,Fin,Mal,German Grand Prix,Ger,10870,0,0,0,1,0.95,0.07894736842105265,0,0
Virgin,Timo Glock,2011,2011-07-24,19,13,20,1982-03-18,Ger,Bri,German Grand Prix,Ger,10720,1,0,0,1,0.9122807017543859,0.09210526315789469,0,0
Virgin,Jérôme d'Ambrosio,2011,2011-07-24,21,13,22,1985-12-27,Bel,Bri,German Grand Prix,Ger,9340,0,0,0,1,0.95,0.09210526315789469,0,0
HRT,Daniel Ricciardo,2011,2011-07-24,22,13,24,1989-07-01,Aus,Spa,German Grand Prix,Ger,8058,0,0,0,1,0.9421965317919075,0.15652173913043477,1,0
Lotus,Karun Chandhok,2011,2011-07-24,20,14,21,1984-01-19,Ind,Mal,German Grand Prix,Ger,10048,0,0,0,1,0.8181818181818181,0.07894736842105265,0,0
HRT,Vitantonio Liuzzi,2011,2011-07-24,23,10,23,1980-08-06,Ita,Spa,German Grand Prix,Ger,11309,0,0,0,1,0.7837837837837838,0.15652173913043477,0,0
McLaren,Jenson Button,2011,2011-07-24,7,9,7,1980-01-19,Bri,Bri,German Grand Prix,Ger,11509,0,0,0,1,0.9407407407407408,0.5914786967418546,0,1
Williams,Rubens Barrichello,2011,2011-07-24,14,44,14,1972-05-23,Bra,Bri,German Grand Prix,Ger,14306,0,0,0,1,0.972972972972973,0.4962593516209476,0,1
Renault,Nick Heidfeld,2011,2011-07-24,11,4,11,1977-05-10,Ger,Fre,German Grand Prix,Ger,12493,1,0,1,0,0.8,0.5301507537688442,0,1
McLaren,Jenson Button,2011,2011-07-31,3,1,3,1980-01-19,Bri,Bri,Hungarian Grand Prix,Hun,11516,0,0,0,0,0.9407407407407408,0.5914786967418546,0,1
Red Bull,Sebastian Vettel,2011,2011-07-31,1,1,1,1987-07-03,Ger,Aus,Hungarian Grand Prix,Hun,8794,0,0,0,0,0.955,0.825,1,1
Ferrari,Fernando Alonso,2011,2011-07-31,5,1,5,1981-07-29,Spa,Ita,Hungarian Grand Prix,Hun,10959,0,0,0,0,0.9248554913294798,0.8980099502487562,0,1
McLaren,Lewis Hamilton,2011,2011-07-31,2,1,2,1985-01-07,Bri,Bri,Hungarian Grand Prix,Hun,9701,0,0,0,0,0.945273631840796,0.5914786967418546,1,1
Red Bull,Mark Webber,2011,2011-07-31,6,1,6,1976-08-27,Aus,Aus,Hungarian Grand Prix,Hun,12756,0,0,0,0,0.935064935064935,0.825,0,1
Ferrari,Felipe Massa,2011,2011-07-31,4,1,4,1981-04-25,Bra,Ita,Hungarian Grand Prix,Hun,11054,0,0,0,0,0.9161290322580645,0.8980099502487562,0,1
Racing Point,Paul di Resta,2011,2011-07-31,11,11,11,1986-04-16,Bri,Ind,Hungarian Grand Prix,Hun,9237,0,0,0,1,0.864406779661017,0.6084788029925188,0,1
AlphaTauri,Sébastien Buemi,2011,2011-07-31,23,11,18,1988-10-31,Swi,Ita,Hungarian Grand Prix,Hun,8308,0,0,0,1,0.868421052631579,0.4547738693467337,0,1
Mercedes,Nico Rosberg,2011,2011-07-31,7,11,7,1985-06-27,Ger,Ger,Hungarian Grand Prix,Hun,9530,0,0,0,1,0.9485294117647058,0.8778054862842892,0,1
AlphaTauri,Jaime Alguersuari,2011,2011-07-31,16,11,16,1990-03-23,Spa,Ita,Hungarian Grand Prix,Hun,7800,0,0,0,1,0.9210526315789473,0.4547738693467337,0,1
Alfa Romeo,Kamui Kobayashi,2011,2011-07-31,13,11,13,1986-09-13,Jap,Swi,Hungarian Grand Prix,Hun,9087,0,0,0,1,0.8356164383561644,0.42713567839195976,0,1
Renault,Vitaly Petrov,2011,2011-07-31,12,11,12,1984-09-08,Rus,Fre,Hungarian Grand Prix,Hun,9822,0,0,0,1,0.8793103448275862,0.5301507537688442,0,1
Williams,Rubens Barrichello,2011,2011-07-31,15,12,15,1972-05-23,Bra,Bri,Hungarian Grand Prix,Hun,14313,0,0,0,1,0.972972972972973,0.4962593516209476,0,1
Racing Point,Adrian Sutil,2011,2011-07-31,8,12,8,1983-01-11,Ger,Ind,Hungarian Grand Prix,Hun,10428,0,0,0,1,0.868421052631579,0.6084788029925188,0,1
Alfa Romeo,Sergio Pérez,2011,2011-07-31,10,12,10,1990-01-26,Mex,Swi,Hungarian Grand Prix,Hun,7856,0,0,0,1,0.9333333333333333,0.42713567839195976,1,1
Williams,Pastor Maldonado,2011,2011-07-31,17,12,17,1985-03-09,Ven,Bri,Hungarian Grand Prix,Hun,9640,0,0,0,1,0.8229166666666666,0.4962593516209476,0,1
Virgin,Timo Glock,2011,2011-07-31,20,14,21,1982-03-18,Ger,Bri,Hungarian Grand Prix,Hun,10727,0,0,0,1,0.9122807017543859,0.09210526315789469,0,0
HRT,Daniel Ricciardo,2011,2011-07-31,22,14,23,1989-07-01,Aus,Spa,Hungarian Grand Prix,Hun,8065,0,0,0,1,0.9421965317919075,0.15652173913043477,1,0
Virgin,Jérôme d'Ambrosio,2011,2011-07-31,24,15,24,1985-12-27,Bel,Bri,Hungarian Grand Prix,Hun,9347,0,0,0,1,0.95,0.09210526315789469,0,0
HRT,Vitantonio Liuzzi,2011,2011-07-31,21,15,22,1980-08-06,Ita,Spa,Hungarian Grand Prix,Hun,11316,0,0,0,1,0.7837837837837838,0.15652173913043477,0,0
Lotus,Heikki Kovalainen,2011,2011-07-31,18,47,19,1981-10-19,Fin,Mal,Hungarian Grand Prix,Hun,10877,0,0,0,1,0.95,0.07894736842105265,0,0
Mercedes,Michael Schumacher,2011,2011-07-31,9,6,9,1969-01-03,Ger,Ger,Hungarian Grand Prix,Hun,15549,0,0,0,1,0.8771929824561404,0.8778054862842892,0,1
Renault,Nick Heidfeld,2011,2011-07-31,14,42,14,1977-05-10,Ger,Fre,Hungarian Grand Prix,Hun,12500,0,0,0,1,0.8,0.5301507537688442,0,1
